book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
9339,595822,595822,582516,20,1414310595,9781414310600,"Dee Henderson",2001,,"The Protector (O'Malley #4)",eng,4.38,10704,11299,216,32,171,1440,3523,6133,https://images.gr-assets.com/books/1406506767m/595822.jpg,https://images.gr-assets.com/books/1406506767s/595822.jpg
4761,13416236,13416236,18731533,19,1250011914,9781250011920,"C.C. Hunter",2012,"Whispers at Moonrise ","Whispers at Moonrise (Shadow Falls, #4)",eng,4.38,28430,29922,1339,212,657,3437,8916,16700,https://images.gr-assets.com/books/1331497103m/13416236.jpg,https://images.gr-assets.com/books/1331497103s/13416236.jpg
4889,10599805,10599805,15507485,21,61957895,9780061957900,"Kim Harrison",2012,"A Perfect Blood","A Perfect Blood (The Hollows, #10)",en-US,4.38,26455,30144,1787,97,367,3225,10865,15590,https://images.gr-assets.com/books/1312426322m/10599805.jpg,https://images.gr-assets.com/books/1312426322s/10599805.jpg
5098,16070018,16070018,21863110,12,988489112,9780988489110,"Aleatha Romig",2012,,"Truth (Consequences, #2)",eng,4.38,25472,28024,2944,604,820,2611,7372,16617,https://images.gr-assets.com/books/1398768721m/16070018.jpg,https://images.gr-assets.com/books/1398768721s/16070018.jpg
5502,8230409,8230409,13077709,10,1421536382,9781421536380,"Julietta Suzuki, Tomo Kimura",2008,"神様はじめました 1","Kamisama Kiss, Vol. 1",eng,4.38,20569,20727,303,352,608,2414,4728,12625,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5643,56634,56634,1007543,31,842371516,9780842371510,"Elisabeth Elliot",1956,"Through Gates of Splendor","Through Gates of Splendor",en-US,4.38,16487,17062,348,162,337,1951,4938,9674,https://images.gr-assets.com/books/1406510855m/56634.jpg,https://images.gr-assets.com/books/1406510855s/56634.jpg
6205,16114861,16114861,21932118,12,,9781301345670,"Madeline Sheehan",2013,,"Unbeautifully (Undeniable, #2)",eng,4.38,26701,28774,2330,321,641,2992,8734,16086,https://images.gr-assets.com/books/1356218822m/16114861.jpg,https://images.gr-assets.com/books/1356218822s/16114861.jpg
3157,6348045,6348045,6534539,40,1741663024,9781741663020,"John Flanagan",2009,"Halt's Peril","Halt's Peril (Ranger's Apprentice, #9)",eng,4.38,33782,37525,994,246,681,4358,11472,20768,https://images.gr-assets.com/books/1327902875m/6348045.jpg,https://images.gr-assets.com/books/1327902875s/6348045.jpg
3732,17831614,17831614,24948167,37,,0,"Christina Lauren",2013,"Beautiful Player","Beautiful Player (Beautiful Bastard, #3)",eng,4.38,42635,44352,3049,267,901,4736,14247,24201,https://images.gr-assets.com/books/1375285002m/17831614.jpg,https://images.gr-assets.com/books/1375285002s/17831614.jpg
3772,42986,42986,376293,42,316954993,9780316954990,"Herman Wouk",1978,"War and Remembrance","War and Remembrance (The Henry Family, #2)",eng,4.38,26633,28009,684,98,414,3212,9250,15035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3859,2003625,2003625,2007518,36,1416576754,9781416576750,"Kresley Cole",2008,"Dark Desires After Dusk","Dark Desires After Dusk (Immortals After Dark #6)",en-CA,4.38,35300,37539,1138,145,617,4334,12218,20225,https://images.gr-assets.com/books/1327887013m/2003625.jpg,https://images.gr-assets.com/books/1327887013s/2003625.jpg
3890,838917,18054709,16419428,27,736908552,9780736908560,"Stormie Omartian",1997,"The Power of a Praying Woman","The Power of a Praying Woman",,4.38,10970,20872,183,208,483,2643,5376,12162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4593,295086,295086,286335,49,60525630,9780060525640,"Erin Hunter",2005,"Rising storm","Rising Storm (Warriors, #4)",eng,4.38,27260,28724,811,137,583,3686,8137,16181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9673,836607,836607,2267602,16,1591826055,9781591826060,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,"フルーツバスケット 3","Fruits Basket, Vol. 3",en-US,4.38,14593,14817,297,78,314,1941,4102,8382,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1962,6587387,6587387,6527865,20,044101819X,9780441018190,"Patricia Briggs",2010,"Silver Borne","Silver Borne (Mercy Thompson, #5)",en-US,4.38,71830,77852,2558,181,837,8425,28015,40394,https://images.gr-assets.com/books/1258762890m/6587387.jpg,https://images.gr-assets.com/books/1258762890s/6587387.jpg
2266,672493,672493,203894,314,875093663,9780875093670,"A.W. Tozer",1948,"Pursuit of God","The Pursuit of God",,4.38,35078,40548,1172,680,939,4417,10773,23739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2299,45108,45108,2960725,45,553582461,9780553582470,"Robin Hobb",2003,"Fool's Fate","Fool's Fate (Tawny Man, #3)",,4.38,43985,48391,1174,229,760,5239,16366,25797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2493,346087,346087,6614434,22,441015271,9780441015280,"Jim Butcher",2007,"Captain's Fury","Captain's Fury (Codex Alera, #4)",eng,4.38,42769,46923,966,117,523,4802,17644,23837,https://images.gr-assets.com/books/1315083292m/346087.jpg,https://images.gr-assets.com/books/1315083292s/346087.jpg
2930,1225621,1225621,1214135,29,60788704,9780060788700,"Kim Harrison",2008,"The Outlaw Demon Wails ","The Outlaw Demon Wails (The Hollows, #6)",en-US,4.38,44119,47549,1088,149,596,5323,16276,25205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1747,4499669,4499669,4833689,36,805448659,9780805448660,"Stephen Kendrick, Alex Kendrick",2008,,"The Love Dare",en-US,4.37,41908,44393,482,637,1122,5311,11424,25899,https://images.gr-assets.com/books/1328815507m/4499669.jpg,https://images.gr-assets.com/books/1328815507s/4499669.jpg
2448,6316821,6316821,6502096,20,044101769X,9780441017690,"Jim Butcher",2008,"First Lord's Fury","First Lord's Fury (Codex Alera, #6)",eng,4.37,41816,45772,1261,167,723,5056,15763,24063,https://images.gr-assets.com/books/1327903582m/6316821.jpg,https://images.gr-assets.com/books/1327903582s/6316821.jpg
2535,17465515,17465515,26129550,67,1609451341,9781609451350,"Elena Ferrante, Ann Goldstein",2012,"Storia del nuovo cognome","The Story of a New Name (The Neapolitan Novels #2)",eng,4.37,33395,43753,3822,207,632,4162,16700,22052,https://images.gr-assets.com/books/1501012849m/17465515.jpg,https://images.gr-assets.com/books/1501012849s/17465515.jpg
2655,6393082,6393082,6581562,5,785135804,9780785135810,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",2009,,"Ender's Game, Volume 1: Battle School (Ender's Saga)",en-US,4.37,32247,32329,192,521,772,3535,8965,18536,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7999,17201110,17201110,23676604,7,,0,"Kristen Proby",2013,,"Safe with Me (With Me in Seattle, #5)",eng,4.37,21643,23902,1347,111,381,2690,8041,12679,https://images.gr-assets.com/books/1375455697m/17201110.jpg,https://images.gr-assets.com/books/1375455697s/17201110.jpg
8668,13546173,13546173,19111271,12,,0,"Sarah J. Maas",2012,"The Assassin and the Underworld","The Assassin and the Underworld (Throne of Glass, #0.4)",eng,4.37,17008,17850,1014,101,323,2181,5512,9733,https://images.gr-assets.com/books/1336062984m/13546173.jpg,https://images.gr-assets.com/books/1336062984s/13546173.jpg
8982,2147714,2147714,2153206,10,1401216862,9781401216860,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008,"Fables, Volume 10: The Good Prince","Fables, Vol. 10: The Good Prince",eng,4.37,13566,13740,570,92,200,1541,4658,7249,https://images.gr-assets.com/books/1375393788m/2147714.jpg,https://images.gr-assets.com/books/1375393788s/2147714.jpg
9343,1111600,1111600,1098573,2,312875045,9780312875050,"Robert Jordan",1990,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)","The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",,4.37,9031,9139,129,166,257,970,2360,5386,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6457,1055617,1055617,1736890,12,884944441,9780884944450,"Spencer W. Kimball",1969,"The Miracle of Forgiveness","The Miracle of Forgiveness",,4.37,13795,14093,563,448,356,1325,3386,8578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6492,47959,47959,1725813,24,451456734,9780451456730,"Anne Bishop",2000,"Queen of the Darkness","Queen of the Darkness (The Black Jewels, #3)",,4.37,19743,21533,519,217,562,2556,5931,12267,https://images.gr-assets.com/books/1325423531m/47959.jpg,https://images.gr-assets.com/books/1325423531s/47959.jpg
6571,10551947,10551947,15455900,41,399256199,9780399256200,"John Flanagan",2011,"The Outcasts","The Outcasts (Brotherband Chronicles, #1)",eng,4.37,16613,18183,1071,197,317,1901,5935,9833,https://images.gr-assets.com/books/1327968303m/10551947.jpg,https://images.gr-assets.com/books/1327968303s/10551947.jpg
6759,13502963,13502963,19051451,8,,0,"Amy A. Bartol",2012,,"Indebted (The Premonition, #3)",en-GB,4.37,17988,18152,650,174,443,2112,5213,10210,https://images.gr-assets.com/books/1333739536m/13502963.jpg,https://images.gr-assets.com/books/1333739536s/13502963.jpg
6886,666758,666758,1313,45,60684127,9780060684130,"A.W. Tozer",1961,"The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life","The Knowledge of the Holy",eng,4.37,13800,14753,526,260,395,1662,3800,8636,https://images.gr-assets.com/books/1411484750m/666758.jpg,https://images.gr-assets.com/books/1411484750s/666758.jpg
7063,1398034,1398034,1881100,41,9799731232,9789799731230,"Pramoedya Ananta Toer",1975,"Bumi Manusia","Bumi Manusia",ind,4.37,8574,10499,1190,126,204,1067,3320,5782,https://images.gr-assets.com/books/1464891625m/1398034.jpg,https://images.gr-assets.com/books/1464891625s/1398034.jpg
7272,27904311,27904311,46919813,46,1423160924,9781423160920,"Rick Riordan",2016,"The Hammer of Thor","The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",eng,4.37,22736,26621,3390,171,452,2852,9141,14005,https://images.gr-assets.com/books/1463950690m/27904311.jpg,https://images.gr-assets.com/books/1463950690s/27904311.jpg
7702,23252517,23252517,42794706,19,,0,"Amy Harmon",2014,"The Law of Moses","The Law of Moses (The Law of Moses, #1)",eng,4.37,17279,17920,2938,242,528,1794,5120,10236,https://images.gr-assets.com/books/1415024195m/23252517.jpg,https://images.gr-assets.com/books/1415024195s/23252517.jpg
7753,1908511,1908511,1910398,10,1423109600,9781423109600,"Mo Willems",2008,"The Pigeon Wants a Puppy!","The Pigeon Wants a Puppy!",en-US,4.37,17490,17555,730,213,496,2174,4458,10214,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23,15881,15881,6231171,398,439064864,9780439064870,"J.K. Rowling, Mary GrandPré",1998,"Harry Potter and the Chamber of Secrets","Harry Potter and the Chamber of Secrets (Harry Potter, #2)",eng,4.37,1779331,1906199,34172,8253,42251,242345,548266,1065084,https://images.gr-assets.com/books/1474169725m/15881.jpg,https://images.gr-assets.com/books/1474169725s/15881.jpg
337,13,13,135328,32,345453743,9780345453750,"Douglas Adams",1996,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story","The Ultimate Hitchhiker's Guide to the Galaxy",eng,4.37,222842,238420,4254,2657,6328,26431,66655,136349,https://images.gr-assets.com/books/1404613595m/13.jpg,https://images.gr-assets.com/books/1404613595s/13.jpg
394,2802316,2802316,6651006,88,1595141979,9781595141970,"Richelle Mead",2008,"Shadow Kiss","Shadow Kiss (Vampire Academy, #3)",en-US,4.37,266742,278963,10074,2876,6532,32789,78293,158473,https://images.gr-assets.com/books/1361099049m/2802316.jpg,https://images.gr-assets.com/books/1361099049s/2802316.jpg
418,6479259,6479259,6670482,71,1595142509,9781595142500,"Richelle Mead",2010,"Spirit Bound","Spirit Bound (Vampire Academy, #5)",eng,4.37,224247,235076,8030,2755,5907,26981,66097,133336,https://images.gr-assets.com/books/1291168967m/6479259.jpg,https://images.gr-assets.com/books/1291168967s/6479259.jpg
512,23919,23919,30431,34,385074077,9780385074070,"Edgar Allan Poe",1849,"The Complete Tales of Edgar Allan Poe","The Complete Stories and Poems",en-US,4.37,160063,160326,1055,1247,2923,19028,49902,87226,https://images.gr-assets.com/books/1327942676m/23919.jpg,https://images.gr-assets.com/books/1327942676s/23919.jpg
840,402093,402093,1755568,120,440178002,9780440178000,"James Clavell",1975,Shōgun,"Shōgun (Asian Saga, #1)",eng,4.37,104339,115527,3075,872,2373,13468,35713,63101,https://images.gr-assets.com/books/1397228842m/402093.jpg,https://images.gr-assets.com/books/1397228842s/402093.jpg
1002,14290364,14290364,19931517,57,399256776,9780399256780,"Marie Lu",2013,Champion,"Champion (Legend, #3)",eng,4.37,114623,123289,12759,1056,2778,13981,37322,68152,https://images.gr-assets.com/books/1382652310m/14290364.jpg,https://images.gr-assets.com/books/1382652310s/14290364.jpg
1036,15842441,15842441,16657003,37,1476717486,9781476717490,"S.C. Stephens",2011,Effortless,"Effortless (Thoughtless, #2)",eng,4.37,83085,106314,4350,1581,3034,11691,28189,61819,https://images.gr-assets.com/books/1364805648m/15842441.jpg,https://images.gr-assets.com/books/1364805648s/15842441.jpg
1338,323355,323355,2139868,343,967686563,9780967686560,"Anonymous, Joseph Smith Jr.",1830,"The Book of Mormon","The Book of Mormon: Another Testament of Jesus Christ",eng,4.37,63530,66160,5349,6989,2468,2246,1749,52708,https://images.gr-assets.com/books/1327389004m/323355.jpg,https://images.gr-assets.com/books/1327389004s/323355.jpg
1352,6690979,6690979,6886418,17,316080845,9780316080840,"Yana Toboso, Tomo Kimura",2007,"黒執事 I [Kuroshitsuji I]","Black Butler, Vol. 1 (Black Butler, #1)",eng,4.37,74378,75451,1036,1380,2566,8886,16896,45723,https://images.gr-assets.com/books/1336691148m/6690979.jpg,https://images.gr-assets.com/books/1336691148s/6690979.jpg
1558,6609765,6609765,6803732,41,141697170X,9781416971700,"Sharon M. Draper",2010,"Out of My Mind","Out of My Mind",en-US,4.37,63756,69573,10058,547,1483,7956,21472,38115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9578,248871,248871,241146,19,1593070209,9781593070200,"Kentaro Miura, Jason DeAngelis",1990,"ベルセルク 1","Berserk, Vol. 1 (Berserk, #1)",eng,4.37,10362,10510,334,158,329,1191,2579,6253,https://images.gr-assets.com/books/1501000017m/248871.jpg,https://images.gr-assets.com/books/1501000017s/248871.jpg
9733,12042279,12042279,12985451,24,1849013764,9781849013760,"Lara Adrian",2012,"Darker After Midnight","Darker After Midnight (Midnight Breed, #10)",eng,4.37,14264,16748,1039,76,240,1966,5635,8831,https://images.gr-assets.com/books/1313987798m/12042279.jpg,https://images.gr-assets.com/books/1313987798s/12042279.jpg
5171,268604,268604,1424636,54,425189031,9780425189030,"J.D. Robb",2003,"Portrait in Death","Portrait in Death (In Death, #16)",eng,4.37,24958,26799,623,67,288,3247,9186,14011,https://images.gr-assets.com/books/1483391474m/268604.jpg,https://images.gr-assets.com/books/1483391474s/268604.jpg
5396,6390031,6390031,6578427,14,1597801607,9781597801610,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",2007,"The Improbable Adventures of Sherlock Holmes","The Improbable Adventures of Sherlock Holmes",eng,4.37,16405,16701,272,225,373,1920,4638,9545,https://images.gr-assets.com/books/1391343317m/6390031.jpg,https://images.gr-assets.com/books/1391343317s/6390031.jpg
5545,28212,28212,1080309,29,312241356,9780312241350,"Randy Shilts, William Greider",1987,"And the Band Played On: Politics, People, and the AIDS Epidemic","And the Band Played On: Politics, People, and the AIDS Epidemic",,4.37,16769,17953,952,152,324,1945,5815,9717,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5811,15745371,15745371,21434921,18,1250012899,9781250012890,"C.C. Hunter",2014,,"Chosen at Nightfall (Shadow Falls, #5)",en-CA,4.37,22968,24381,1506,186,615,2881,7074,13625,https://images.gr-assets.com/books/1345739181m/15745371.jpg,https://images.gr-assets.com/books/1345739181s/15745371.jpg
6009,40159,40159,847545,23,006083577X,9780060835770,"Megan Whalen Turner",2006,"The King of Attolia","The King of Attolia (The Queen's Thief, #3)",eng,4.37,22724,24349,2029,237,537,2663,7505,13407,https://images.gr-assets.com/books/1293505327m/40159.jpg,https://images.gr-assets.com/books/1293505327s/40159.jpg
3571,435045,435045,423977,32,1416547037,9781416547040,"Kresley Cole",2007,"Wicked Deeds on a Winter's Night (Immortals After Dark #4)","Wicked Deeds on a Winter's Night (Immortals After Dark #4)",en-CA,4.37,40001,42628,1347,253,780,4949,13535,23111,https://images.gr-assets.com/books/1357614752m/435045.jpg,https://images.gr-assets.com/books/1357614752s/435045.jpg
3793,8709524,8709524,18752278,26,1595143211,9781595143210,"Richelle Mead",2014,"Silver Shadows","Silver Shadows (Bloodlines, #5)",en-US,4.37,38152,42572,4250,228,898,4922,13522,23002,https://images.gr-assets.com/books/1389304070m/8709524.jpg,https://images.gr-assets.com/books/1389304070s/8709524.jpg
3927,18108281,18108281,24749971,39,,0,"J.R. Ward",2014,"The King","The King (Black Dagger Brotherhood, #12)",eng,4.37,17398,38218,4240,265,957,4500,11290,21206,https://images.gr-assets.com/books/1371919011m/18108281.jpg,https://images.gr-assets.com/books/1371919011s/18108281.jpg
3952,29430012,29430012,45743836,29,670026190,9780670026200,"Amor Towles",2016,"A Gentleman in Moscow","A Gentleman in Moscow",eng,4.37,33394,46320,7226,517,1244,4654,14274,25631,https://images.gr-assets.com/books/1459524472m/29430012.jpg,https://images.gr-assets.com/books/1459524472s/29430012.jpg
4038,6167746,6167746,19190253,3,312372132,9780312372130,"P.C. Cast, Kristin Cast",2007,,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",eng,4.37,22276,22440,263,467,806,2677,4398,14092,https://images.gr-assets.com/books/1402947128m/6167746.jpg,https://images.gr-assets.com/books/1402947128s/6167746.jpg
4281,6758331,6758331,6954915,41,778303764,9780778303760,"Gena Showalter",2010,"The Darkest Passion (Lords of the Underworld, #5)","The Darkest Passion (Lords of the Underworld #5)",eng,4.37,32610,34290,1155,168,623,4157,10738,18604,https://images.gr-assets.com/books/1351278057m/6758331.jpg,https://images.gr-assets.com/books/1351278057s/6758331.jpg
4440,40223,40223,598481,35,1405034149,9781405034140,"Jacqueline Carey",2003,"Kushiel's Avatar","Kushiel's Avatar (Phèdre's Trilogy, #3)",eng,4.37,25782,28363,745,285,683,3213,8248,15934,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4461,22886612,22886612,42456264,24,,0,"James S.A. Corey",2015,"Nemesis Games","Nemesis Games (The Expanse, #5)",eng,4.37,20681,23686,1605,34,216,2161,9858,11417,https://images.gr-assets.com/books/1407524221m/22886612.jpg,https://images.gr-assets.com/books/1407524221s/22886612.jpg
4558,281512,281512,273545,48,849905702,9780849905700,"Max Lucado",2000,,"He Chose the Nails",en-US,4.37,19028,19443,271,221,431,2286,5473,11032,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3228,25614492,25614492,27126244,45,399160302,9780399160300,"Ruta Sepetys",2016,"Salt to the Sea","Salt to the Sea",eng,4.36,39406,45184,9031,300,749,4368,16513,23254,https://images.gr-assets.com/books/1437084512m/25614492.jpg,https://images.gr-assets.com/books/1437084512s/25614492.jpg
3382,84151,84151,2980277,40,312992424,9780312992420,"Sherrilyn Kenyon",2004,"Night Play","Night Play (Dark-Hunter #5, Were-Hunter #1)",eng,4.36,41837,44458,1368,220,805,5573,14153,23707,https://images.gr-assets.com/books/1316131575m/84151.jpg,https://images.gr-assets.com/books/1316131575s/84151.jpg
3544,30071,30071,14795009,9,1582406197,9781582406190,"Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn",2004,,"The Walking Dead, Book One (The Walking Dead #1-12)",eng,4.36,30691,30903,1254,290,719,3553,9455,16886,https://images.gr-assets.com/books/1464733555m/30071.jpg,https://images.gr-assets.com/books/1464733555s/30071.jpg
3662,765281,765281,751354,6,030700113X,9780307001140,"Teddy Slater, Bill Langley, Ron Dias, Walt Disney Company",1940,"Lady and the Tramp (Little Golden Book)","Lady and the Tramp",eng,4.36,28011,28017,62,288,802,4210,6044,16673,https://images.gr-assets.com/books/1420795364m/765281.jpg,https://images.gr-assets.com/books/1420795364s/765281.jpg
3983,275000,275000,1245366,63,60525592,9780060525590,"Erin Hunter",2003,"Fire and Ice","Fire and Ice (Warriors, #2)",eng,4.36,30745,32641,1276,197,710,4307,9341,18086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4105,84144,84144,81234,35,749935871,9780749935870,"Sherrilyn Kenyon",2004,"Seize the Night","Seize the Night (Dark-Hunter #6)",eng,4.36,29053,39269,1209,148,594,4920,13034,20573,https://images.gr-assets.com/books/1348418164m/84144.jpg,https://images.gr-assets.com/books/1348418164s/84144.jpg
4109,18301124,27237358,25789248,39,,9781301673870,"Amy Harmon",2013,"Making Faces","Making Faces",eng,4.36,25941,42130,6337,607,1256,4663,11327,24277,https://images.gr-assets.com/books/1378983590m/18301124.jpg,https://images.gr-assets.com/books/1378983590s/18301124.jpg
4154,747061,747061,733204,32,1592975038,9781592975040,"The Church of Jesus Christ of Latter-day Saints",1950,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price","Book of Mormon, Doctrine and Covenants, Pearl of Great Price",,4.36,21692,23176,677,2606,672,838,750,18310,https://images.gr-assets.com/books/1396619969m/747061.jpg,https://images.gr-assets.com/books/1396619969s/747061.jpg
4284,5693,5693,84298,61,553381008,9780553381010,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900,"Рассказы и Повести","Selected Stories",eng,4.36,23027,24546,489,147,527,2891,7735,13246,https://images.gr-assets.com/books/1491936310m/5693.jpg,https://images.gr-assets.com/books/1491936310s/5693.jpg
4287,11433,11433,221844,32,842356223,9780842356220,"Karen Kingsbury, Gary Smalley",2002,Redemption,"Redemption (Redemption, #1)",eng,4.36,22101,22889,811,337,585,2667,6274,13026,https://images.gr-assets.com/books/1406514548m/11433.jpg,https://images.gr-assets.com/books/1406514548s/11433.jpg
4617,29154543,29154543,49404119,34,316225940,9780316225950,"Michael Connelly",2016,"The Wrong Side of Goodbye","The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",eng,4.36,13351,28922,2543,166,393,2689,11368,14306,https://images.gr-assets.com/books/1457022523m/29154543.jpg,https://images.gr-assets.com/books/1457022523s/29154543.jpg
6403,6609490,6609490,6989102,7,1442402849,9781442402840,"Annette Pollert, L.J. Smith",2009,"Night World: The Ultimate Fan Guide.","Night World: The Ultimate Fan Guide",,4.36,13626,13670,33,325,427,1851,2517,8550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6445,93371,93371,90020,20,1569714983,9781569714980,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy",1984,"Akira 1","Akira, Vol. 1",eng,4.36,16116,16847,498,186,367,1881,5173,9240,https://images.gr-assets.com/books/1343804802m/93371.jpg,https://images.gr-assets.com/books/1343804802s/93371.jpg
6574,985386,985386,970881,28,1591163277,9781591163280,"Gosho Aoyama",1994,"名探偵コナン 1","Case Closed, Vol. 1",eng,4.36,12867,13948,265,200,379,1788,3414,8167,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6763,74033,74033,425564,46,399154019,9780399154010,"J.D. Robb",2007,"Innocent in Death (In Death, #24)","Innocent in Death (In Death, #24)",en-US,4.36,19210,21262,791,53,233,2636,7381,10959,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6809,206236,206236,158974,55,1400096936,9781400096930,"Don Winslow",2005,"The Power of the Dog","The Power of the Dog",eng,4.36,10195,14269,1207,123,261,1441,5042,7402,https://images.gr-assets.com/books/1467260965m/206236.jpg,https://images.gr-assets.com/books/1467260965s/206236.jpg
6876,105986,9858081,1121253,81,1841591009,9781841591000,"P.G. Wodehouse",1938,"The Code Of The Woosters","The Code of the Woosters (Jeeves, #7)",eng,4.36,8979,17068,1135,69,222,1906,6214,8657,https://images.gr-assets.com/books/1299729089m/105986.jpg,https://images.gr-assets.com/books/1299729089s/105986.jpg
7153,7955881,7955881,11645576,16,545208858,9780545208860,"Kazu Kibuishi",2010,"Amulet: Book Three: The Cloud Searchers","The Cloud Searchers (Amulet, #3)",eng,4.36,15936,16272,934,91,297,2085,5056,8743,https://images.gr-assets.com/books/1422028852m/7955881.jpg,https://images.gr-assets.com/books/1422028852s/7955881.jpg
